	GCA_000176995.1	GCA_001046795.1	GCA_002025085.1	GCA_002311195.1	GCA_002406765.1	GCA_002418095.1	GCA_003045645.1	GCA_003045685.1	GCA_003072625.1	GCA_003433375.1	GCA_003535895.1	GCA_003666485.1	GCA_900088455.1	GCF_000014385.1	GCF_000014505.1	GCF_000091765.1	GCF_000092505.1	GCF_000146325.1	GCF_000159195.1	GCF_000159335.1	GCF_000159375.2	GCF_000159395.1	GCF_000159415.1	GCF_000159435.1	GCF_000160575.1	GCF_000160835.1	GCF_000160875.1	GCF_000161935.1	GCF_000162395.1	GCF_000165675.1	GCF_000165775.1	GCF_000166715.1	GCF_000178475.1	GCF_000179875.1	GCF_000180015.1	GCF_000182855.2	GCF_000193635.1	GCF_000211375.1	GCF_000219805.1	GCF_000235705.1	GCF_000237995.1	GCF_000241055.1	GCF_000242275.1	GCF_000247775.1	GCF_000248095.2	GCF_000260395.1	GCF_000260775.1	GCF_000271445.1	GCF_000277855.1	GCF_000296855.1	GCF_000297025.1	GCF_000300135.1	GCF_000304715.1	GCF_000312405.1	GCF_000364205.1	GCF_000389675.2	GCF_000415925.1	GCF_000420365.1	GCF_000423245.1	GCF_000423265.1	GCF_000425905.1	GCF_000469325.1	GCF_000498955.1	GCF_000504525.1	GCF_000686465.1	GCF_000691805.1	GCF_000715455.1	GCF_000740055.1	GCF_000741865.1	GCF_000750515.1	GCF_000761135.1	GCF_000785105.1	GCF_000814185.1	GCF_000814735.1	GCF_000829395.1	GCF_000831645.1	GCF_000876205.1	GCF_000962875.1	GCF_000965255.1	GCF_000967245.1	GCF_000970755.1	GCF_000970795.1	GCF_001012665.1	GCF_001027985.1	GCF_001039045.1	GCF_001047075.2	GCF_001047095.1	GCF_001047135.1	GCF_001050435.1	GCF_001050475.1	GCF_001190005.1	GCF_001281175.1	GCF_001293735.1	GCF_001308205.1	GCF_001433765.1	GCF_001433815.1	GCF_001433995.1	GCF_001434055.1	GCF_001434115.1	GCF_001434195.1	GCF_001434225.1	GCF_001434255.1	GCF_001434275.1	GCF_001434295.1	GCF_001434315.1	GCF_001434335.1	GCF_001434395.1	GCF_001434405.1	GCF_001434435.1	GCF_001434455.1	GCF_001434515.1	GCF_001434535.1	GCF_001434555.1	GCF_001434575.1	GCF_001434665.1	GCF_001434695.1	GCF_001434705.1	GCF_001434745.1	GCF_001434775.1	GCF_001434785.1	GCF_001434815.1	GCF_001434835.1	GCF_001434845.1	GCF_001434895.1	GCF_001434915.1	GCF_001434935.1	GCF_001434975.1	GCF_001434985.1	GCF_001435035.1	GCF_001435115.1	GCF_001435155.1	GCF_001435195.1	GCF_001435235.1	GCF_001435245.1	GCF_001435325.1	GCF_001435345.1	GCF_001435375.1	GCF_001435395.1	GCF_001435445.1	GCF_001435505.1	GCF_001435555.1	GCF_001435575.1	GCF_001435585.1	GCF_001435755.1	GCF_001435815.1	GCF_001435835.1	GCF_001435875.1	GCF_001435895.1	GCF_001435975.1	GCF_001435995.1	GCF_001436035.1	GCF_001436045.1	GCF_001436095.1	GCF_001436115.1	GCF_001436125.1	GCF_001436135.1	GCF_001436225.1	GCF_001436255.1	GCF_001436275.1	GCF_001436295.1	GCF_001436375.1	GCF_001436415.1	GCF_001436505.1	GCF_001436535.1	GCF_001436555.1	GCF_001436595.1	GCF_001436605.1	GCF_001436615.1	GCF_001436675.1	GCF_001436695.1	GCF_001436705.1	GCF_001436735.1	GCF_001436755.1	GCF_001436775.1	GCF_001436805.1	GCF_001436895.1	GCF_001437055.1	GCF_001437075.1	GCF_001437125.1	GCF_001437335.1	GCF_001437355.1	GCF_001437405.1	GCF_001437425.1	GCF_001437435.1	GCF_001437465.1	GCF_001437605.1	GCF_001438655.1	GCF_001438685.1	GCF_001438705.1	GCF_001438805.1	GCF_001438845.1	GCF_001636145.1	GCF_001640785.1	GCF_001652045.1	GCF_001663675.1	GCF_001761545.1	GCF_001951175.1	GCF_001971585.1	GCF_002117325.1	GCF_002157585.1	GCF_002217925.1	GCF_002217945.1	GCF_002217965.1	GCF_002240375.1	GCF_002276525.1	GCF_002583405.1	GCF_002762335.1	GCF_002872255.1	GCF_002911475.1	GCF_002916915.1	GCF_002916935.1	GCF_002940945.1	GCF_002970915.1	GCF_002970935.1	GCF_002982135.1	GCF_002993965.1	GCF_002994005.1	GCF_003096575.1	GCF_003124125.1	GCF_003151025.1	GCF_003202825.1	GCF_003363255.1	GCF_003423665.1	GCF_003515805.1	GCF_003573575.1	GCF_003606365.1	GCF_003627035.1	GCF_003692755.1	GCF_003692845.1	GCF_900094835.1	GCF_900095015.1	GCF_900108455.1	GCF_900110005.1	GCF_900112405.1	GCF_900156885.1	GCF_900215775.1	GCF_900240275.1	GCF_900258455.1	GCF_900411375.1
OG0018583																																																																																																																																																					NZ_AYYR01000009.1_205																																																																																										
OG0018584																																																																																																																																																					NZ_AYYR01000009.1_255																																																																																										
OG0018585																																																																																																																																																					NZ_AYYR01000072.1_3																																																																																										
OG0018586																																																																																																																																																					NZ_AYYR01000073.1_3																																																																																										
OG0018587																																																																																																																																																					NZ_AYYR01000074.1_7																																																																																										
OG0018588																																																																																																																																																					NZ_AYYR01000074.1_46																																																																																										
OG0018589																																																																																																																																																					NZ_AYYR01000074.1_82																																																																																										
OG0018590																																																																																																																																																					NZ_AYYR01000075.1_22																																																																																										
OG0018591																																																																																																																																																						NZ_AYYQ01000001.1_22																																																																																									
OG0018592																																																																																																																																																						NZ_AYYQ01000001.1_117																																																																																									
OG0018593																																																																																																																																																						NZ_AYYQ01000001.1_120																																																																																									
OG0018594																																																																																																																																																						NZ_AYYQ01000001.1_126																																																																																									
OG0018595																																																																																																																																																						NZ_AYYQ01000001.1_130																																																																																									
OG0018596																																																																																																																																																						NZ_AYYQ01000031.1_100																																																																																									
OG0018597																																																																																																																																																						NZ_AYYQ01000006.1_2																																																																																									
OG0018598																																																																																																																																																						NZ_AYYQ01000006.1_7																																																																																									
OG0018599																																																																																																																																																						NZ_AYYQ01000006.1_8																																																																																									
OG0018600																																																																																																																																																						NZ_AYYQ01000006.1_39																																																																																									
OG0018601																																																																																																																																																						NZ_AYYQ01000006.1_43																																																																																									
OG0018602																																																																																																																																																						NZ_AYYQ01000006.1_47																																																																																									
OG0018603																																																																																																																																																						NZ_AYYQ01000033.1_22																																																																																									
OG0018604																																																																																																																																																						NZ_AYYQ01000033.1_23																																																																																									
OG0018605																																																																																																																																																						NZ_AYYQ01000033.1_24																																																																																									
OG0018606																																																																																																																																																						NZ_AYYQ01000033.1_26																																																																																									
OG0018607																																																																																																																																																						NZ_AYYQ01000035.1_44																																																																																									
OG0018608																																																																																																																																																						NZ_AYYQ01000035.1_49																																																																																									
OG0018609																																																																																																																																																						NZ_AYYQ01000035.1_64																																																																																									
OG0018610																																																																																																																																																						NZ_AYYQ01000035.1_68																																																																																									
OG0018611																																																																																																																																																						NZ_AYYQ01000008.1_17																																																																																									
OG0018612																																																																																																																																																						NZ_AYYQ01000036.1_22																																																																																									
OG0018613																																																																																																																																																						NZ_AYYQ01000036.1_24																																																																																									
OG0018614																																																																																																																																																						NZ_AYYQ01000036.1_25																																																																																									
OG0018615																																																																																																																																																						NZ_AYYQ01000036.1_45																																																																																									
OG0018616																																																																																																																																																						NZ_AYYQ01000036.1_49																																																																																									
OG0018617																																																																																																																																																						NZ_AYYQ01000036.1_60																																																																																									
OG0018618																																																																																																																																																						NZ_AYYQ01000036.1_68																																																																																									
OG0018619																																																																																																																																																						NZ_AYYQ01000036.1_73																																																																																									
OG0018620																																																																																																																																																						NZ_AYYQ01000036.1_74																																																																																									
OG0018621																																																																																																																																																						NZ_AYYQ01000036.1_75																																																																																									
OG0018622																																																																																																																																																						NZ_AYYQ01000036.1_76																																																																																									
OG0018623																																																																																																																																																						NZ_AYYQ01000036.1_77																																																																																									
OG0018624																																																																																																																																																						NZ_AYYQ01000036.1_84																																																																																									
OG0018625																																																																																																																																																						NZ_AYYQ01000036.1_86																																																																																									
OG0018626																																																																																																																																																						NZ_AYYQ01000036.1_88																																																																																									
OG0018627																																																																																																																																																						NZ_AYYQ01000036.1_89																																																																																									
OG0018628																																																																																																																																																						NZ_AYYQ01000036.1_90																																																																																									
OG0018629																																																																																																																																																						NZ_AYYQ01000036.1_94																																																																																									
OG0018630																																																																																																																																																						NZ_AYYQ01000036.1_100																																																																																									
OG0018631																																																																																																																																																						NZ_AYYQ01000036.1_104																																																																																									
OG0018632																																																																																																																																																						NZ_AYYQ01000036.1_113																																																																																									
OG0018633																																																																																																																																																						NZ_AYYQ01000036.1_141																																																																																									
OG0018634																																																																																																																																																						NZ_AYYQ01000036.1_151																																																																																									
OG0018635																																																																																																																																																						NZ_AYYQ01000036.1_153																																																																																									
OG0018636																																																																																																																																																						NZ_AYYQ01000009.1_3																																																																																									
OG0018637																																																																																																																																																						NZ_AYYQ01000010.1_1																																																																																									
OG0018638																																																																																																																																																						NZ_AYYQ01000015.1_1																																																																																									
OG0018639																																																																																																																																																						NZ_AYYQ01000017.1_2																																																																																									
OG0018640																																																																																																																																																						NZ_AYYQ01000003.1_7																																																																																									
OG0018641																																																																																																																																																						NZ_AYYQ01000030.1_3																																																																																									
OG0018642																																																																																																																																																							NZ_AYYM01000001.1_107																																																																																								
OG0018643																																																																																																																																																							NZ_AYYM01000010.1_25																																																																																								
OG0018644																																																																																																																																																							NZ_AYYM01000011.1_22																																																																																								
OG0018645																																																																																																																																																							NZ_AYYM01000011.1_29																																																																																								
OG0018646																																																																																																																																																							NZ_AYYM01000016.1_6																																																																																								
OG0018647																																																																																																																																																							NZ_AYYM01000016.1_8																																																																																								
OG0018648																																																																																																																																																							NZ_AYYM01000016.1_14																																																																																								
OG0018649																																																																																																																																																							NZ_AYYM01000016.1_23																																																																																								
OG0018650																																																																																																																																																							NZ_AYYM01000017.1_8																																																																																								
OG0018651																																																																																																																																																							NZ_AYYM01000018.1_20																																																																																								
OG0018652																																																																																																																																																							NZ_AYYM01000020.1_1																																																																																								
OG0018653																																																																																																																																																							NZ_AYYM01000021.1_16																																																																																								
OG0018654																																																																																																																																																							NZ_AYYM01000023.1_12																																																																																								
OG0018655																																																																																																																																																							NZ_AYYM01000026.1_2																																																																																								
OG0018656																																																																																																																																																							NZ_AYYM01000028.1_4																																																																																								
OG0018657																																																																																																																																																							NZ_AYYM01000003.1_54																																																																																								
OG0018658																																																																																																																																																							NZ_AYYM01000003.1_55																																																																																								
OG0018659																																																																																																																																																							NZ_AYYM01000030.1_1																																																																																								
OG0018660																																																																																																																																																							NZ_AYYM01000037.1_5																																																																																								
OG0018661																																																																																																																																																							NZ_AYYM01000037.1_6																																																																																								
OG0018662																																																																																																																																																							NZ_AYYM01000042.1_2																																																																																								
OG0018663																																																																																																																																																							NZ_AYYM01000005.1_53																																																																																								
OG0018664																																																																																																																																																							NZ_AYYM01000050.1_2																																																																																								
OG0018665																																																																																																																																																							NZ_AYYM01000055.1_1																																																																																								
OG0018666																																																																																																																																																							NZ_AYYM01000055.1_2																																																																																								
OG0018667																																																																																																																																																							NZ_AYYM01000055.1_3																																																																																								
OG0018668																																																																																																																																																							NZ_AYYM01000007.1_2																																																																																								
OG0018669																																																																																																																																																							NZ_AYYM01000008.1_20																																																																																								
OG0018670																																																																																																																																																								NZ_AZER01000005.1_11																																																																																							
OG0018671																																																																																																																																																								NZ_AZER01000005.1_12																																																																																							
OG0018672																																																																																																																																																								NZ_AZER01000014.1_156																																																																																							
OG0018673																																																																																																																																																								NZ_AZER01000016.1_255																																																																																							
OG0018674																																																																																																																																																								NZ_AZER01000016.1_378																																																																																							
OG0018675																																																																																																																																																								NZ_AZER01000016.1_402																																																																																							
OG0018676																																																																																																																																																								NZ_AZER01000016.1_409																																																																																							
OG0018677																																																																																																																																																								NZ_AZER01000016.1_412																																																																																							
OG0018678																																																																																																																																																								NZ_AZER01000016.1_413																																																																																							
OG0018679																																																																																																																																																								NZ_AZER01000016.1_420																																																																																							
OG0018680																																																																																																																																																								NZ_AZER01000016.1_421																																																																																							
OG0018681																																																																																																																																																								NZ_AZER01000016.1_428																																																																																							
OG0018682																																																																																																																																																								NZ_AZER01000016.1_430																																																																																							
OG0018683																																																																																																																																																								NZ_AZER01000016.1_528																																																																																							
OG0018684																																																																																																																																																								NZ_AZER01000016.1_529																																																																																							
OG0018685																																																																																																																																																								NZ_AZER01000016.1_532																																																																																							
OG0018686																																																																																																																																																								NZ_AZER01000016.1_547																																																																																							
OG0018687																																																																																																																																																								NZ_AZER01000024.1_13																																																																																							
OG0018688																																																																																																																																																								NZ_AZER01000025.1_33																																																																																							
OG0018689																																																																																																																																																								NZ_AZER01000004.1_8																																																																																							
OG0018690																																																																																																																																																								NZ_AZER01000004.1_124																																																																																							
OG0018691																																																																																																																																																									NZ_AYYK01000008.1_79																																																																																						
OG0018692																																																																																																																																																									NZ_AYYK01000008.1_117																																																																																						
OG0018693																																																																																																																																																									NZ_AYYK01000008.1_152																																																																																						
OG0018694																																																																																																																																																									NZ_AYYK01000001.1_158																																																																																						
OG0018695																																																																																																																																																									NZ_AYYK01000001.1_237																																																																																						
OG0018696																																																																																																																																																									NZ_AYYK01000016.1_15																																																																																						
OG0018697																																																																																																																																																									NZ_AYYK01000017.1_14																																																																																						
OG0018698																																																																																																																																																									NZ_AYYK01000002.1_1																																																																																						
OG0018699																																																																																																																																																									NZ_AYYK01000003.1_7																																																																																						
OG0018700																																																																																																																																																									NZ_AYYK01000003.1_42																																																																																						
OG0018701																																																																																																																																																									NZ_AYYK01000025.1_1																																																																																						
OG0018702																																																																																																																																																									NZ_AYYK01000025.1_60																																																																																						
OG0018703																																																																																																																																																									NZ_AYYK01000004.1_87																																																																																						
OG0018704																																																																																																																																																									NZ_AYYK01000004.1_92																																																																																						
OG0018705																																																																																																																																																									NZ_AYYK01000004.1_95																																																																																						
OG0018706																																																																																																																																																									NZ_AYYK01000004.1_289																																																																																						
OG0018707																																																																																																																																																									NZ_AYYK01000004.1_311																																																																																						
OG0018708																																																																																																																																																									NZ_AYYK01000004.1_318																																																																																						
OG0018709																																																																																																																																																									NZ_AYYK01000004.1_323																																																																																						
OG0018710																																																																																																																																																									NZ_AYYK01000004.1_325																																																																																						
OG0018711																																																																																																																																																									NZ_AYYK01000004.1_326																																																																																						
OG0018712																																																																																																																																																									NZ_AYYK01000004.1_332																																																																																						
OG0018713																																																																																																																																																									NZ_AYYK01000004.1_333																																																																																						
OG0018714																																																																																																																																																									NZ_AYYK01000004.1_334																																																																																						
OG0018715																																																																																																																																																									NZ_AYYK01000004.1_335																																																																																						
OG0018716																																																																																																																																																									NZ_AYYK01000004.1_337																																																																																						
OG0018717																																																																																																																																																									NZ_AYYK01000004.1_361																																																																																						
OG0018718																																																																																																																																																									NZ_AYYK01000004.1_362																																																																																						
OG0018719																																																																																																																																																									NZ_AYYK01000004.1_363																																																																																						
OG0018720																																																																																																																																																									NZ_AYYK01000004.1_380																																																																																						
OG0018721																																																																																																																																																									NZ_AYYK01000004.1_384																																																																																						
OG0018722																																																																																																																																																									NZ_AYYK01000004.1_388																																																																																						
OG0018723																																																																																																																																																									NZ_AYYK01000004.1_393																																																																																						
OG0018724																																																																																																																																																									NZ_AYYK01000004.1_394																																																																																						
OG0018725																																																																																																																																																									NZ_AYYK01000004.1_418																																																																																						
OG0018726																																																																																																																																																										NZ_AYZQ01000001.1_18																																																																																					
OG0018727																																																																																																																																																										NZ_AYZQ01000001.1_89																																																																																					
OG0018728																																																																																																																																																										NZ_AYZQ01000001.1_117																																																																																					
OG0018729																																																																																																																																																										NZ_AYZQ01000001.1_131																																																																																					
OG0018730																																																																																																																																																										NZ_AYZQ01000001.1_145																																																																																					
OG0018731																																																																																																																																																										NZ_AYZQ01000001.1_237																																																																																					
OG0018732																																																																																																																																																										NZ_AYZQ01000001.1_538																																																																																					
OG0018733																																																																																																																																																										NZ_AYZQ01000001.1_703																																																																																					
OG0018734																																																																																																																																																										NZ_AYZQ01000001.1_711																																																																																					
OG0018735																																																																																																																																																										NZ_AYZQ01000001.1_722																																																																																					
OG0018736																																																																																																																																																										NZ_AYZQ01000001.1_732																																																																																					
OG0018737																																																																																																																																																										NZ_AYZQ01000001.1_735																																																																																					
OG0018738																																																																																																																																																										NZ_AYZQ01000001.1_739																																																																																					
OG0018739																																																																																																																																																										NZ_AYZQ01000001.1_753																																																																																					
OG0018740																																																																																																																																																										NZ_AYZQ01000001.1_754																																																																																					
OG0018741																																																																																																																																																										NZ_AYZQ01000001.1_756																																																																																					
OG0018742																																																																																																																																																										NZ_AYZQ01000001.1_817																																																																																					
OG0018743																																																																																																																																																										NZ_AYZQ01000002.1_5																																																																																					
OG0018744																																																																																																																																																										NZ_AYZQ01000002.1_16																																																																																					
OG0018745																																																																																																																																																										NZ_AYZQ01000002.1_17																																																																																					
OG0018746																																																																																																																																																										NZ_AYZQ01000002.1_99																																																																																					
OG0018747																																																																																																																																																										NZ_AYZQ01000002.1_103																																																																																					
OG0018748																																																																																																																																																										NZ_AYZQ01000002.1_111																																																																																					
OG0018749																																																																																																																																																										NZ_AYZQ01000002.1_130																																																																																					
